ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата;
ОСЦ Самара;Самара;c1d05991-bad5-4fb0-ba4a-2a098129867b;Подбор по запросам продуктовых однолистных документов по ШК GUID (АЛЦ);PD 002 000 01 00;Автоматические;СЛиУД;212,6852044;-;15;-;7,05;0,0;12.03.2026;c1d05991-bad5-4fb0-ba4a-2a098129867b
ОСЦ Самара;Самара;c1d05991-bad5-4fb0-ba4a-2a098129867b;Размещение коробов на хранение в автоматизированном хранилище ЦАРС;RA 0009 000 00 01;Автоматические;СЛиУД;1060,714286;-;4;-;0,38;0,0;12.03.2026;c1d05991-bad5-4fb0-ba4a-2a098129867b
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;792,6764172;-;13;-;1,64;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;366,6078284;-;19;-;5,18;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;"П1311_Сопровождение наемного персонала/перемещение коробов/паллет // Обеспечение пропускного режима в минутах (""Исполнение запросов по документам оперативного и архивного хранения"")";SL 117 000 00 00;Ручные;СЛиУД;495;-;15;8:15:00;3,03;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Передача документов в ООДБН ОЦ/курьерской службе для пересылки заказчику;SZ 056 000 00 00;Ручные;СИД;148,5;-;5;-;3,37;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (АЛЦ);PD 001 000 01 00;Автоматические;СЛиУД;471,1369152;-;14;-;2,97;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Подтверждение заявки в АС ЦАРС;DC 000 000 00 01;Автоматические;СИД;1350;-;1;-;0,07;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,75;-;28;-;22,63;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Прием и анализ глобальной заявки;ZZ 002 000 00 00;Автоматические;СИД;0;-;4;-;0,00;-;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;44,25246853;-;19;-;42,94;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2108,326826;-;5;-;0,24;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;540;-;4;-;0,74;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5351,351351;-;235;-;4,39;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3186,695279;-;2;-;0,06;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Создание внутренней заявки для исполнения;ZZ 003 000 00 01;Автоматические;СИД;594;-;4;-;0,67;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Создание заявок в АС ЦАРС;PS 000 000 00 03;Автоматические;СИД;926,0702816;-;28;-;3,02;0,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Уточнение данных по заявкам АС ЦАРС у ВК/сотрудников архивов других территорий;SZ 186 000 00 00;Ручные;СИД;330;-;5;-;1,52;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;2e50e304-faae-4c72-9ec9-a604396abad8;Формирование заданий при «Ручном подборе»,заполнение Журналов:учета коробов ОСГ,выдачи оригиналов документов,учета по заявкам в АС ЦАРС(ответы клиентам),по КОД ЮЛ;SZ 026 000 00 01;Ручные;СИД;990;-;78;-;7,88;100,0;12.03.2026;2e50e304-faae-4c72-9ec9-a604396abad8
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Ведение и подготовка табеля.Консультирование сотрудников по работе в АС ПУЛЬС;NO 006 009 00 00;Ручные;Непр.;495;-;60;-;12,12;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Выполнение поручений ЦАС/руководства СЦА.Контроль исполнения  поручений;NO 038 001 00 00;Ручные;Непр.;495;-;90;-;18,18;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Заполнение и верификация отчетов;NO 010 002 00 00;Ручные;Непр.;495;-;130;-;26,26;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Изучение нормативной базы,обучение и контроль знаний сотрудников.;NO 003 005 00 00;Ручные;Непр.;495;-;30;-;6,06;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Коммуникации и взаимодействие;NO 041 001 00 00;Ручные;Непр.;495;-;45;-;9,09;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;30;-;6,06;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Работа по направлениям ПБ,ОТ,ЭБ и ГО;NO 037 001 00 00;Ручные;Непр.;495;-;20;-;4,04;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Работа с заявками СберДруг,Курс,САП,САП УВХД и др.ПО;NO 031 001 00 00;Ручные;Непр.;495;-;60;-;12,12;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Работа со счетами;NO 029 001 00 00;Ручные;Непр.;495;-;20;8:15:00;4,04;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;a506fafd-d601-4571-898d-c5a5a30e0768;Составление графиков;NO 023 001 00 00;Ручные;Непр.;495;-;10;-;2,02;100,0;12.03.2026;a506fafd-d601-4571-898d-c5a5a30e0768
ОСЦ Самара;Самара;174a2084-7b6c-445a-bfaf-785b12318bfd;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;45378,15126;-;1 050;-;2,31;0,0;12.03.2026;174a2084-7b6c-445a-bfaf-785b12318bfd
ОСЦ Самара;Самара;174a2084-7b6c-445a-bfaf-785b12318bfd;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;21600;-;1;-;0,00;0,0;12.03.2026;174a2084-7b6c-445a-bfaf-785b12318bfd
ОСЦ Самара;Самара;174a2084-7b6c-445a-bfaf-785b12318bfd;Регистрация по БП 11 (VSP);RG 0001 011 00 02;Автоматические;СКД;1255,521972;ВСП;1 050;-;83,63;0,0;12.03.2026;174a2084-7b6c-445a-bfaf-785b12318bfd
ОСЦ Самара;Самара;174a2084-7b6c-445a-bfaf-785b12318bfd;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;21600;-;3;-;0,01;0,0;12.03.2026;174a2084-7b6c-445a-bfaf-785b12318bfd
ОСЦ Самара;Самара;174a2084-7b6c-445a-bfaf-785b12318bfd;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;360;-;5;6:00:00;1,39;100,0;12.03.2026;174a2084-7b6c-445a-bfaf-785b12318bfd
ОСЦ Самара;Самара;49bb2e86-09c2-4f93-b368-aa678a34205a;Возврат ВТУ отправителю;SR 021 000 00 00;Ручные;СКД;49,5;-;2;-;4,04;100,0;12.03.2026;49bb2e86-09c2-4f93-b368-aa678a34205a
ОСЦ Самара;Самара;49bb2e86-09c2-4f93-b368-aa678a34205a;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (АЛЦ);PD 004 000 01 00;Автоматические;СЛиУД;712,2302158;-;466;-;65,43;0,0;12.03.2026;49bb2e86-09c2-4f93-b368-aa678a34205a
ОСЦ Самара;Самара;49bb2e86-09c2-4f93-b368-aa678a34205a;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;388,4129994;-;10;-;2,57;100,0;12.03.2026;49bb2e86-09c2-4f93-b368-aa678a34205a
ОСЦ Самара;Самара;49bb2e86-09c2-4f93-b368-aa678a34205a;Прием документов от ГОСБ/курьера;SR 319 000 00 00;Ручные;СКД;299,9454645;-;69;8:15:00;23,00;100,0;12.03.2026;49bb2e86-09c2-4f93-b368-aa678a34205a
ОСЦ Самара;Самара;49bb2e86-09c2-4f93-b368-aa678a34205a;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;62394,95798;-;3 640;-;5,83;0,0;12.03.2026;49bb2e86-09c2-4f93-b368-aa678a34205a
ОСЦ Самара;Самара;49bb2e86-09c2-4f93-b368-aa678a34205a;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9401,709402;-;1 000;-;10,64;100,0;12.03.2026;49bb2e86-09c2-4f93-b368-aa678a34205a
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;366,6078284;-;8;8:15:00;2,18;100,0;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Подбор по запросам продуктовых однолистных документов по ШК GUID (АЛЦ);PD 002 000 01 00;Автоматические;СЛиУД;212,6852044;-;1;-;0,47;0,0;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Прием и анализ глобальной заявки;ZZ 002 000 00 00;Автоматические;СИД;0;-;7;-;0,00;-;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;44,25246853;-;13;-;29,38;100,0;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;371,25;-;59;-;15,89;0,0;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3186,695279;-;1 754;-;55,04;0,0;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Создание внутренней заявки для исполнения;ZZ 003 000 00 01;Автоматические;СИД;594;-;7;-;1,18;0,0;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;76006fb7-7493-4780-aa58-048f2f8f8226;Создание заявок в АС ЦАРС;PS 000 000 00 03;Автоматические;СИД;926,0702816;-;4;-;0,43;0,0;12.03.2026;76006fb7-7493-4780-aa58-048f2f8f8226
ОСЦ Самара;Самара;b429ae69-abf6-4d01-94cc-d41300f0002b;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (ОСГ);PD 009 000 03 00;Автоматические;СЛиУД;725,700044;-;1 200;8:15:00;165,36;0,0;12.03.2026;b429ae69-abf6-4d01-94cc-d41300f0002b
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;5;-;0,54;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;8;-;1,16;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Взаимодействие с ОСГ—ответственный сотрудник(прием/передача коробов по нарядам ОСГ,проверка нарушений целостности коробов,фиксация нарушений)/Создание заявки на возврат короба аутсорсеру -Аутсорсинг-АС ЦАРС(Аутсорсинг);SZ 189 000 00 00;Ручные;СИД;3712,5;-;150;-;4,04;100,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;792,6764172;-;1;8:15:00;0,13;100,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3828,306265;-;10;-;0,26;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Доукомплектование Сшива в архивный/файловый короб;CP 0030 000 00 04;Автоматические;СЛиУД;4669,077189;-;4;-;0,09;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Заказ АК через web-форму ОСГ-Аутсорсинг;SZ 015 000 00 00;Ручные;СИД;495;-;150;-;30,30;100,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;366,6078284;-;5;-;1,36;100,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Отправка сканов документов по заявкам в АС ЦАРС при запросе документа с открытой контрольной информацией заказчику по электронной почте;SZ 200 000 00 00;Ручные;СИД;209,4986845;-;5;-;2,39;100,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (ОСГ);PD 001 000 03 00;Автоматические;СЛиУД;235,6207854;-;6;-;2,55;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Подтверждение заявки в АС ЦАРС;DC 000 000 00 01;Автоматические;СИД;1350;-;1;-;0,07;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,75;-;75;-;60,61;100,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Прием и анализ глобальной заявки;ZZ 002 000 00 00;Автоматические;СИД;0;-;9;-;0,00;-;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Прикрепление файлов в ЕСМ(маска электро);SS 0142 000 00 01;Автоматические;СКД;464,0625;-;1;-;0,22;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2108,326826;-;14;-;0,66;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;540;-;11;-;2,04;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;371,25;-;1;-;0,27;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5351,351351;-;44;-;0,82;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3186,695279;-;41;-;1,29;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Создание внутренней заявки для исполнения;ZZ 003 000 00 01;Автоматические;СИД;594;-;9;-;1,52;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Создание заявок в АС ЦАРС;PS 000 000 00 03;Автоматические;СИД;926,0702816;-;3;-;0,32;0,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;173dbec4-a845-4379-84ea-1757d09ab87e;Формирование заданий при «Ручном подборе»,заполнение Журналов:учета коробов ОСГ,выдачи оригиналов документов,учета по заявкам в АС ЦАРС(ответы клиентам),по КОД ЮЛ;SZ 026 000 00 01;Ручные;СИД;990;-;20;-;2,02;100,0;12.03.2026;173dbec4-a845-4379-84ea-1757d09ab87e
ОСЦ Самара;Самара;f9132c00-17bd-41d8-b271-6145584c17bd;АК изъят с хранения в автоматизированном хранилище;BX 0176 000 00 01;Автоматические;СЛиУД;0;-;22;-;0,00;-;12.03.2026;f9132c00-17bd-41d8-b271-6145584c17bd
ОСЦ Самара;Самара;f9132c00-17bd-41d8-b271-6145584c17bd;Изъято/Размещено из/в АЛЦ коробов по запросам;SL 053 000 00 00;Ручные;СЛиУД;1060,714286;-;50;8:15:00;4,71;100,0;12.03.2026;f9132c00-17bd-41d8-b271-6145584c17bd
ОСЦ Самара;Самара;f9132c00-17bd-41d8-b271-6145584c17bd;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (АЛЦ);PD 001 000 01 00;Автоматические;СЛиУД;471,1369152;-;24;-;5,09;0,0;12.03.2026;f9132c00-17bd-41d8-b271-6145584c17bd
ОСЦ Самара;Самара;f9132c00-17bd-41d8-b271-6145584c17bd;Подбор по запросам продуктовых однолистных документов по ШК GUID (АЛЦ);PD 002 000 01 00;Автоматические;СЛиУД;212,6852044;-;4;-;1,88;0,0;12.03.2026;f9132c00-17bd-41d8-b271-6145584c17bd
ОСЦ Самара;Самара;f9132c00-17bd-41d8-b271-6145584c17bd;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (АЛЦ);PD 004 000 01 00;Автоматические;СЛиУД;712,2302158;-;779;-;109,37;0,0;12.03.2026;f9132c00-17bd-41d8-b271-6145584c17bd
ОСЦ Самара;Самара;70233505-1e38-4509-b640-596329bbdfa8;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (ОСГ);PD 009 000 03 00;Автоматические;СЛиУД;725,700044;-;1 202;8:15:00;165,63;0,0;12.03.2026;70233505-1e38-4509-b640-596329bbdfa8
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3828,306265;-;2;-;0,05;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Закрытие заявки-ЦАРС;SZ 172 000 00 00;Ручные;СИД;679,2142155;-;194;8:15:00;28,56;100,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Отправлено в СЛ из СОЗ ZL ЦАРС;SZ 175 000 00 00;Ручные;СИД;6324,531516;-;194;-;3,07;100,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Передача Документов на перерегистрацию по факту составления Акта о выявленных нарушениях при регистрации Комплектов документов по форме Приложения 23-АС ЦАРС;SZ 203 000 00 00;Ручные;СИД;247,5;-;7;-;2,83;100,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (АЛЦ);PD 001 000 01 00;Автоматические;СЛиУД;471,1369152;-;4;-;0,85;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Подтверждение заявки в АС ЦАРС;DC 000 000 00 01;Автоматические;СИД;1350;-;17;-;1,26;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Поиск документов при внесистемном размещении(отсутствует поштучная регистрация,либо находится вне места постоянного хранения)-АС ЦАРС;SZ 069 000 00 01;Ручные;СИД;104,3815656;-;8;-;7,66;100,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2108,326826;-;516;-;24,47;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;540;-;51;-;9,44;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;371,25;-;8;-;2,15;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5351,351351;-;1 030;-;19,25;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;2de9062e-1f6b-4780-bc1a-330223e0804e;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3186,695279;-;56;-;1,76;0,0;12.03.2026;2de9062e-1f6b-4780-bc1a-330223e0804e
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;1;-;0,11;0,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;3;-;0,43;0,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;792,6764172;-;50;8:15:00;6,31;100,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;3416,149068;-;62;-;1,81;0,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;366,6078284;-;3;-;0,82;100,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;409,5421953;-;15;-;3,66;0,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (АЛЦ);PD 001 000 01 00;Автоматические;СЛиУД;471,1369152;-;49;-;10,40;0,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Поиск данных по Клиенту в различных АС(ЕКС,ЕКП,АБЭД,ББМО,Клиенты и счеты и др.),за исключением АС ЦАРС;SZ 070 000 00 01;Ручные;СИД;247,5;-;8;-;3,23;100,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,75;-;62;-;50,10;100,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
ОСЦ Самара;Самара;32e403f2-95db-497a-ab65-090ac45c9917;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;44,25246853;-;4;-;9,04;100,0;12.03.2026;32e403f2-95db-497a-ab65-090ac45c9917
