;ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата
3921;ОСЦ Новосибирск;Новосибирск;dee77232-5c28-4076-877a-280e12be2104;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;31;08:15:00;6,262626263;100;2026-03-12 00:00:00
3922;ОСЦ Новосибирск;Новосибирск;dee77232-5c28-4076-877a-280e12be2104;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;29700;-;2;-;0,006734007;0;2026-03-12 00:00:00
3923;ОСЦ Новосибирск;Новосибирск;846cb4d0-4115-45ac-8ef1-670419a2f20a;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;181,9005855;-;78;-;42,88056566;0;2026-03-12 00:00:00
3924;ОСЦ Новосибирск;Новосибирск;846cb4d0-4115-45ac-8ef1-670419a2f20a;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;137,3016754;-;2;-;1,456646465;0;2026-03-12 00:00:00
3925;ОСЦ Новосибирск;Новосибирск;846cb4d0-4115-45ac-8ef1-670419a2f20a;Поиск единиц хранения без размещения на хранение   или с неправильным статусом(исправление программных и человеческих ошибок на основании мониторинга отчетов);SL 027 000 00 00;Ручные;СЛиУД;495;-;330;08:15:00;66,66666667;100;2026-03-12 00:00:00
3926;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;735,51263;-;18;-;2,447272727;100;2026-03-12 00:00:00
3927;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;365,605958;-;22;-;6,017407407;100;2026-03-12 00:00:00
3928;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Операции по выдаче оригиналов документов (ШК)заказчику-ЦАРС;IZ 004 000 00 00;Автоматические;СИД;210,1910828;-;18;-;8,563636364;0;2026-03-12 00:00:00
3929;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;181,9005855;-;39;-;21,44028283;0;2026-03-12 00:00:00
3930;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Поиск данных по Клиенту в различных АС(ЕКС,ЕКП,АБЭД,ББМО,Клиенты и счеты и др.),за исключением АС ЦАРС;SZ 070 000 00 01;Ручные;СИД;198;-;22;-;11,11111111;100;2026-03-12 00:00:00
3931;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,8361693;-;55;08:15:00;44,41351852;100;2026-03-12 00:00:00
3932;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Прием и анализ глобальной заявки;ZZ 002 000 00 00;Автоматические;СИД;318,7926667;-;6;-;1,88210101;0;2026-03-12 00:00:00
3933;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;43,54659926;-;22;-;50,52059259;100;2026-03-12 00:00:00
3934;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;472,6815527;-;4;-;0,84623569;0;2026-03-12 00:00:00
3935;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5168,813087;-;150;-;2,902020202;0;2026-03-12 00:00:00
3936;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3322,891027;-;4;-;0,120377104;0;2026-03-12 00:00:00
3937;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Создание внутренней заявки для исполнения;ZZ 003 000 00 01;Автоматические;СИД;425,5014327;-;7;-;1,645117845;0;2026-03-12 00:00:00
3938;ОСЦ Новосибирск;Новосибирск;48a0bad2-7919-451d-8614-83c8dc13a535;Создание заявок в АС ЦАРС;PS 000 000 00 03;Автоматические;СИД;965,3513619;-;18;-;1,864606061;0;2026-03-12 00:00:00
3939;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;735,51263;-;9;-;1,223636364;100;2026-03-12 00:00:00
3940;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;3954,200506;-;9;-;0,227606061;0;2026-03-12 00:00:00
3941;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;365,605958;-;6;-;1,641111111;100;2026-03-12 00:00:00
3942;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;181,9005855;-;9;-;4,947757576;0;2026-03-12 00:00:00
3943;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,8361693;-;101;08:15:00;81,55937037;100;2026-03-12 00:00:00
3944;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Поиск документов при внесистемном размещении(отсутствует поштучная регистрация,либо находится вне места постоянного хранения)-АС ЦАРС;SZ 069 000 00 01;Ручные;СИД;100,2189971;-;26;-;25,94318519;100;2026-03-12 00:00:00
3945;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Проект_Перерегистрация в АС ЦАРС документов исторического фонда ДВА;CP 0148 000 00 01;Автоматические;Проекты;355,991322;-;7;-;1,966340067;0;2026-03-12 00:00:00
3946;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;472,6815527;-;2;-;0,423117845;0;2026-03-12 00:00:00
3947;ОСЦ Новосибирск;Новосибирск;21f2fad6-b664-4548-86d5-f3a75d64086f;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5168,813087;-;10;-;0,193468013;0;2026-03-12 00:00:00
3948;ОСЦ Новосибирск;Новосибирск;6d95b9ef-5194-4830-a9c5-3c0997455d4f;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;370;-;0;-;2026-03-12 00:00:00
3949;ОСЦ Новосибирск;Новосибирск;6d95b9ef-5194-4830-a9c5-3c0997455d4f;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;181,9005855;-;63;-;34,63430303;0;2026-03-12 00:00:00
3950;ОСЦ Новосибирск;Новосибирск;6d95b9ef-5194-4830-a9c5-3c0997455d4f;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;137,3016754;-;6;-;4,369939394;0;2026-03-12 00:00:00
3951;ОСЦ Новосибирск;Новосибирск;6d95b9ef-5194-4830-a9c5-3c0997455d4f;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;761,1871444;-;370;-;48,60828283;0;2026-03-12 00:00:00
3952;ОСЦ Новосибирск;Новосибирск;6d95b9ef-5194-4830-a9c5-3c0997455d4f;Поиск единиц хранения без размещения на хранение   или с неправильным статусом(исправление программных и человеческих ошибок на основании мониторинга отчетов);SL 027 000 00 00;Ручные;СЛиУД;495;-;100;08:15:00;20,2020202;100;2026-03-12 00:00:00
3953;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;ДВА_Сортировка дел по срокам хранения и окончанию делопроизводства;SR 274 000 00 00;Ручные;СКД;20,60702609;-;6;08:15:00;29,11628283;100;2026-03-12 00:00:00
3954;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;3954,200506;-;21;-;0,531080808;0;2026-03-12 00:00:00
3955;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;КОД ЮЛ_Контрольные процедуры(КОД);SR 317 000 00 00;Ручные;СКД;1414,487784;-;80;-;5,655757576;100;2026-03-12 00:00:00
3956;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;КОД ЮЛ_Формирование журнала КОД,выверка загруженной информации на дубли,удаление документов из журнала(копии в договорах);SR 175 000 00 00;Ручные;СКД;1205,699671;-;650;-;53,91060606;100;2026-03-12 00:00:00
3957;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;409,8191001;-;21;-;5,124212121;0;2026-03-12 00:00:00
3958;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;Проект_Регистрация в АС ЦАРС документов исторического фонда ДВА;RG 0011 001 00 01;Автоматические;Проекты;511,1788093;-;1;-;0,195626263;0;2026-03-12 00:00:00
3959;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;29700;-;18;-;0,060606061;0;2026-03-12 00:00:00
3960;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;Регистрация по БП 211 (REG);RG 0001 211 00 01;Автоматические;СКД;1188;Рег.;79;-;6,64983165;0;2026-03-12 00:00:00
3961;ОСЦ Новосибирск;Новосибирск;68147d8a-be5e-495c-9370-ca4e67b249ac;Регистрация по БП 211 (VSP);RG 0001 211 00 02;Автоматические;СКД;1657,551066;ВСП;62;-;3,740457912;0;2026-03-12 00:00:00
3962;ОСЦ Новосибирск;Новосибирск;37fd6e51-4f87-4712-a970-83348235445e;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;763;08:15:00;0;-;2026-03-12 00:00:00
3963;ОСЦ Новосибирск;Новосибирск;37fd6e51-4f87-4712-a970-83348235445e;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;181,9005855;-;42;-;23,08953535;0;2026-03-12 00:00:00
3964;ОСЦ Новосибирск;Новосибирск;37fd6e51-4f87-4712-a970-83348235445e;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;137,3016754;-;7;-;5,098262626;0;2026-03-12 00:00:00
3965;ОСЦ Новосибирск;Новосибирск;37fd6e51-4f87-4712-a970-83348235445e;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;761,1871444;-;763;-;100,2381616;0;2026-03-12 00:00:00
3966;ОСЦ Новосибирск;Новосибирск;9849e987-cb20-4599-a6a2-aa799b712976;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;2;08:15:00;0,215488215;0;2026-03-12 00:00:00
3967;ОСЦ Новосибирск;Новосибирск;9849e987-cb20-4599-a6a2-aa799b712976;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;3;-;0,434343434;0;2026-03-12 00:00:00
3968;ОСЦ Новосибирск;Новосибирск;9849e987-cb20-4599-a6a2-aa799b712976;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;597;-;0;-;2026-03-12 00:00:00
3969;ОСЦ Новосибирск;Новосибирск;9849e987-cb20-4599-a6a2-aa799b712976;Документ/Опись/Сшив присутствовал внутри короба при проведении контроля полноты короба;BF 0038 000 00 01;Автоматические;СЛиУД;12029,1616;-;5503;-;45,74716162;0;2026-03-12 00:00:00
3970;ОСЦ Новосибирск;Новосибирск;9849e987-cb20-4599-a6a2-aa799b712976;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;702,8587656;-;597;-;84,93882828;0;2026-03-12 00:00:00
3971;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;169 Выполнена перерегистрация продуктового документа;PR 169 000 00 00;Автоматические;СКД;761,460363;-;19;-;2,495205387;0;2026-03-12 00:00:00
3972;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;3954,200506;-;17;-;0,429922559;0;2026-03-12 00:00:00
3973;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Опись некорректна оформлена,поскольку все вложенные документы относятся к другому договору;SR 0101 000 00 01;Автоматические;СКД;3216,722625;-;45;-;1,398939394;0;2026-03-12 00:00:00
3974;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;3636,586262;-;2;-;0,054996633;0;2026-03-12 00:00:00
3975;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;409,8191001;-;13;-;3,172131313;0;2026-03-12 00:00:00
3976;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;376,1064749;-;220;08:15:00;58,49407407;100;2026-03-12 00:00:00
3977;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;29700;-;8;-;0,026936027;0;2026-03-12 00:00:00
3978;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация БП 239 (VSP/Однолистный документ);RG 0001 239 01 02;Автоматические;СКД;2057,784244;ВСП;4;-;0,194383838;0;2026-03-12 00:00:00
3979;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация БП 239 (VSP/Опись);RG 0001 239 02 02;Автоматические;СКД;1217,213115;ВСП;1;-;0,082154882;0;2026-03-12 00:00:00
3980;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;РЕГИСТРАЦИЯ ЗАЯВЛЕНИЯ НА СЕРТИФИКАЦИЮ КЛЮЧА ЭП(Мега ЦУКС);RG 0002 000 01 01;Автоматические;СКД;959,6432841;Рег.;5;-;0,521026936;0;2026-03-12 00:00:00
3981;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;РЕГИСТРАЦИЯ ЗАЯВЛЕНИЯ НА СЕРТИФИКАЦИЮ КЛЮЧА ЭП(Мега ЦУКС);RG 0002 000 01 02;Автоматические;СКД;5081,266039;ВСП;19;-;0,373922559;0;2026-03-12 00:00:00
3982;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация клиентских документов (VSP/Опись);RG 0002 000 02 02;Автоматические;СКД;5609,065156;ВСП;470;-;8,379292929;0;2026-03-12 00:00:00
3983;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 01 (REG);RG 0001 001 00 01;Автоматические;СКД;1637,897755;Рег.;2;-;0,122107744;0;2026-03-12 00:00:00
3984;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 01 (VSP/Опись);RG 0001 001 02 02;Автоматические;СКД;2503,160556;ВСП;3;-;0,119848485;0;2026-03-12 00:00:00
3985;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 02 (VSP/Опись);RG 0001 002 02 02;Автоматические;СКД;2019,995919;ВСП;1;-;0,049505051;0;2026-03-12 00:00:00
3986;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 03 (VSP/Опись);RG 0001 003 02 02;Автоматические;СКД;2919,205819;ВСП;1;-;0,034255892;0;2026-03-12 00:00:00
3987;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 07 (REG);RG 0001 007 00 01;Автоматические;СКД;1033,043478;Рег.;1;-;0,096801347;0;2026-03-12 00:00:00
3988;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 07 (VSP);RG 0001 007 00 02;Автоматические;СКД;1856,25;ВСП;97;-;5,225589226;0;2026-03-12 00:00:00
3989;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 10 (REG);RG 0001 010 00 01;Автоматические;СКД;1786,681104;Рег.;1;-;0,055969697;0;2026-03-12 00:00:00
3990;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 10 (VSP/Опись);RG 0001 010 02 02;Автоматические;СКД;2595,926929;ВСП;11;-;0,423740741;0;2026-03-12 00:00:00
3991;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 13 (REG);RG 0001 013 00 01;Автоматические;СКД;1612,728063;Рег.;2;-;0,124013468;0;2026-03-12 00:00:00
3992;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 13 (VSP/Опись);RG 0001 013 02 02;Автоматические;СКД;2643,760014;ВСП;20;-;0,756498316;0;2026-03-12 00:00:00
3993;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 211 (VSP);RG 0001 211 00 02;Автоматические;СКД;1657,551066;ВСП;178;-;10,73873401;0;2026-03-12 00:00:00
3994;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 242 (VSP/Однолистный документ);RG 0001 242 01 02;Автоматические;СКД;4694,167852;ВСП;2;-;0,042606061;0;2026-03-12 00:00:00
3995;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 265 (VRUK);RG 0001 265 00 03;Автоматические;СКД;340,8582282;ВРУК;1;-;0,293377104;0;2026-03-12 00:00:00
3996;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 265 (VSP/Опись);RG 0001 265 02 02;Автоматические;СКД;2503,160556;ВСП;4;-;0,15979798;0;2026-03-12 00:00:00
3997;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 268 (REG);RG 0001 268 00 01;Автоматические;СКД;1856,25;Рег.;1;-;0,053872054;0;2026-03-12 00:00:00
3998;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 268 (VSP);RG 0001 268 00 02;Автоматические;СКД;4977,375566;ВСП;155;-;3,114090909;0;2026-03-12 00:00:00
3999;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 292 (REG);RG 0001 292 00 01;Автоматические;СКД;1060,524906;Рег.;2;-;0,188585859;0;2026-03-12 00:00:00
4000;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 292 (VSP);RG 0001 292 00 02;Автоматические;СКД;3606,557377;ВСП;20;-;0,554545455;0;2026-03-12 00:00:00
4001;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 318 (VSP/Опись);RG 0001 318 02 02;Автоматические;СКД;2441,831785;ВСП;4;-;0,163811448;0;2026-03-12 00:00:00
4002;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 319 (VSP/Однолистный документ);RG 0001 319 01 02;Автоматические;СКД;4582,626138;ВСП;10;-;0,218215488;0;2026-03-12 00:00:00
4003;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 323 (REG/Однолистный документ);RG 0001 323 01 01;Автоматические;СКД;1789,156627;-;1;-;0,055892256;0;2026-03-12 00:00:00
4004;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 323 (VSP/Однолистный документ);RG 0001 323 01 02;Автоматические;СКД;3372,700432;ВСП;54;-;1,601090909;0;2026-03-12 00:00:00
4005;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация по БП 323 (VSP/Опись);RG 0001 323 02 02;Автоматические;СКД;1684,341859;ВСП;6;-;0,356222222;0;2026-03-12 00:00:00
4006;ОСЦ Новосибирск;Новосибирск;d46e9c28-00b2-4859-b894-005e65fcdae1;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;29700;-;12;-;0,04040404;0;2026-03-12 00:00:00
4007;ОСЦ Новосибирск;Новосибирск;6735cfcc-8f7e-45b6-8f29-c088b66c1673;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;5;-;0,538720539;0;2026-03-12 00:00:00
4008;ОСЦ Новосибирск;Новосибирск;6735cfcc-8f7e-45b6-8f29-c088b66c1673;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;3;-;0,434343434;0;2026-03-12 00:00:00
4009;ОСЦ Новосибирск;Новосибирск;6735cfcc-8f7e-45b6-8f29-c088b66c1673;ДВА_Определение ОЕ;SR 332 000 00 00;Ручные;СКД;828,8449195;-;50;08:15:00;6,032491582;100;2026-03-12 00:00:00
4010;ОСЦ Новосибирск;Новосибирск;6735cfcc-8f7e-45b6-8f29-c088b66c1673;ДВА_Регистрация в АС ЦАРС документов завершенного делопроизводства;RG 0011 000 00 01;Автоматические;СКД;418,3098592;-;245;-;58,56902357;0;2026-03-12 00:00:00
4011;ОСЦ Новосибирск;Новосибирск;6735cfcc-8f7e-45b6-8f29-c088b66c1673;ДВА_Сортировка дел по срокам хранения и окончанию делопроизводства;SR 274 000 00 00;Ручные;СКД;20,60702609;-;8;-;38,82171044;100;2026-03-12 00:00:00
4012;ОСЦ Новосибирск;Новосибирск;6735cfcc-8f7e-45b6-8f29-c088b66c1673;Проект_Перерегистрация в АС ЦАРС документов исторического фонда ДВА;CP 0148 000 00 01;Автоматические;Проекты;355,991322;-;8;-;2,247245791;0;2026-03-12 00:00:00
4013;ОСЦ Новосибирск;Новосибирск;6735cfcc-8f7e-45b6-8f29-c088b66c1673;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;29700;-;8;-;0,026936027;0;2026-03-12 00:00:00
4014;ОСЦ Новосибирск;Новосибирск;60055c15-c1f2-4044-be0f-302fa51ab824;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;2;-;0,215488215;0;2026-03-12 00:00:00
4015;ОСЦ Новосибирск;Новосибирск;60055c15-c1f2-4044-be0f-302fa51ab824;ДВА_Регистрация в АС ЦАРС документов завершенного делопроизводства;RG 0011 000 00 01;Автоматические;СКД;418,3098592;-;179;-;42,79124579;0;2026-03-12 00:00:00
4016;ОСЦ Новосибирск;Новосибирск;60055c15-c1f2-4044-be0f-302fa51ab824;ДВА_Сортировка дел по срокам хранения и окончанию делопроизводства;SR 274 000 00 00;Ручные;СКД;20,60702609;-;5;08:15:00;24,26356902;100;2026-03-12 00:00:00
4017;ОСЦ Новосибирск;Новосибирск;60055c15-c1f2-4044-be0f-302fa51ab824;Проведение контрольных процедур по процессу П1308_П1309;SR 330 000 00 00;Ручные;СКД;495;-;180;-;36,36363636;100;2026-03-12 00:00:00
4018;ОСЦ Новосибирск;Новосибирск;60055c15-c1f2-4044-be0f-302fa51ab824;Проект_Перерегистрация в АС ЦАРС документов исторического фонда ДВА;CP 0148 000 00 01;Автоматические;Проекты;355,991322;-;7;-;1,966340067;0;2026-03-12 00:00:00
4019;ОСЦ Новосибирск;Новосибирск;60055c15-c1f2-4044-be0f-302fa51ab824;Проект_Регистрация в АС ЦАРС документов исторического фонда ДВА;RG 0011 001 00 01;Автоматические;Проекты;511,1788093;-;12;-;2,347515152;0;2026-03-12 00:00:00
4020;ОСЦ Новосибирск;Новосибирск;60055c15-c1f2-4044-be0f-302fa51ab824;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;29700;-;6;-;0,02020202;0;2026-03-12 00:00:00
4021;ОСЦ Новосибирск;Новосибирск;94e90cba-c793-4c19-8c68-5d0918278591;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;3;-;0,323232323;0;2026-03-12 00:00:00
4022;ОСЦ Новосибирск;Новосибирск;94e90cba-c793-4c19-8c68-5d0918278591;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;1;-;0,144781145;0;2026-03-12 00:00:00
4023;ОСЦ Новосибирск;Новосибирск;94e90cba-c793-4c19-8c68-5d0918278591;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;3954,200506;-;118;-;2,98416835;0;2026-03-12 00:00:00
4024;ОСЦ Новосибирск;Новосибирск;94e90cba-c793-4c19-8c68-5d0918278591;Замена повреждённого короба при мезонином хранении;SL 098 000 00 00;Ручные;СЛиУД;396;-;14;08:15:00;3,535353535;100;2026-03-12 00:00:00
4025;ОСЦ Новосибирск;Новосибирск;94e90cba-c793-4c19-8c68-5d0918278591;Перекартонирование поврежденных архивных коробов;SL 077 000 00 00;Ручные;СЛиУД;487,4286089;-;14;-;2,872215488;100;2026-03-12 00:00:00
4026;ОСЦ Новосибирск;Новосибирск;94e90cba-c793-4c19-8c68-5d0918278591;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;409,8191001;-;118;-;28,79319192;0;2026-03-12 00:00:00
4027;ОСЦ Новосибирск;Новосибирск;94e90cba-c793-4c19-8c68-5d0918278591;Поиск и изъятие залоговых документов из состава досье;SZ 153 000 00 00;Ручные;СИД;82,5;-;55;-;66,66666667;100;2026-03-12 00:00:00
