ÎÑÖ;Ïëîùàäêà;ÔÈÎ;Îïåðàöèè;Èíäåêñ;Âèä_îïåðàöèé;Ñåêòîð_ïðîèç;Íîðìàòèâ, øò;ØÊ;Êîë-âî îïåðàöèé;Âðåìÿ ïî ØÐ;Âûðàáîòêà, %;Äîëÿ ðó÷íûõ îïåðàöèé â âûðàáîòêå, %;Äàòà;
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;2c79bbe7-b515-4f50-b62e-415b90fd3793;Ðåãèñòðàöèÿ ïî ÁÏ 323 (VSP/Îäíîëèñòíûé äîêóìåíò);RG 0001 323 01 02;Àâòîìàòè÷åñêèå;ÑÊÄ;3270,497388;ÂÑÏ;2;-;0,06;0,0;12.03.2026;2c79bbe7-b515-4f50-b62e-415b90fd3793
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;2c79bbe7-b515-4f50-b62e-415b90fd3793;Ðåãèñòðàöèÿ FB;BX 0085 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;28800;-;6;-;0,02;0,0;12.03.2026;2c79bbe7-b515-4f50-b62e-415b90fd3793
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;2c79bbe7-b515-4f50-b62e-415b90fd3793;Ñîðòèðîâêà äîêóìåíòîâ âõîäÿùåãî ïîòîêà;TU 020 000 00 00;Ðó÷íûå;ÑÊÄ;9641,781051;-;3 100;-;32,15;100,0;12.03.2026;2c79bbe7-b515-4f50-b62e-415b90fd3793
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;a5f90384-960e-4d88-b996-eec34b13e6a4;ÄÂÀ_Îïðåäåëåíèå ÎÅ;SR 332 000 00 00;Ðó÷íûå;ÑÊÄ;828,8449195;-;45;8:15:00;5,43;100,0;12.03.2026;a5f90384-960e-4d88-b996-eec34b13e6a4
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;a5f90384-960e-4d88-b996-eec34b13e6a4;ÄÂÀ_Ðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ çàâåðøåííîãî äåëîïðîèçâîäñòâà;RG 0011 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;418,3098592;-;157;-;37,53;0,0;12.03.2026;a5f90384-960e-4d88-b996-eec34b13e6a4
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;a5f90384-960e-4d88-b996-eec34b13e6a4;ÄÂÀ_Ñîðòèðîâêà äåë ïî ñðîêàì õðàíåíèÿ è îêîí÷àíèþ äåëîïðîèçâîäñòâà;SR 274 000 00 00;Ðó÷íûå;ÑÊÄ;20,60702609;-;12;-;58,23;100,0;12.03.2026;a5f90384-960e-4d88-b996-eec34b13e6a4
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;a5f90384-960e-4d88-b996-eec34b13e6a4;Ïðîåêò_Ïåðåðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ èñòîðè÷åñêîãî ôîíäà ÄÂÀ;CP 0148 000 00 01;Àâòîìàòè÷åñêèå;Ïðîåêòû;355,991322;-;3;-;0,84;0,0;12.03.2026;a5f90384-960e-4d88-b996-eec34b13e6a4
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;a5f90384-960e-4d88-b996-eec34b13e6a4;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;29700;-;5;-;0,02;0,0;12.03.2026;a5f90384-960e-4d88-b996-eec34b13e6a4
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;a5f90384-960e-4d88-b996-eec34b13e6a4;Ðåãèñòðàöèÿ FB;BX 0085 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;29700;-;7;-;0,02;0,0;12.03.2026;a5f90384-960e-4d88-b996-eec34b13e6a4
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;eedc005a-b0b2-4bad-8c4c-71282f791c39;Ïðèåì/îòïðàâêà/ñîïðîâîæäåíèå ìàøèí(óíè÷òîæåíèå,ÍÏÔ)/ïåðåìåùåíèå ñîòðóäíèêà ìåæäó ïëîùàäêàìè,â ìèíóòàõ;SL 080 000 00 00;Ðó÷íûå;ÑËèÓÄ;495;-;510;8:15:00;103,03;100,0;12.03.2026;eedc005a-b0b2-4bad-8c4c-71282f791c39
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;900;-;1;-;0,11;0,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;ÀÊ ïåðåìàðêèðîâàí;CP 0021 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;1062,377808;-;0;-;0,00;-;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;669,7674419;-;1;-;0,15;0,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;ÄÂÀ_Ñîðòèðîâêà äåë ïî ñðîêàì õðàíåíèÿ è îêîí÷àíèþ äåëîïðîèçâîäñòâà;SR 274 000 00 00;Ðó÷íûå;ÑÊÄ;19,98257076;-;9;8:00:00;45,04;100,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;Äîóêîìïëåêòîâàíèå äîêóìåíòà ÇÄ â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 03;Àâòîìàòè÷åñêèå;ÑËèÓÄ;3834,376248;-;207;-;5,40;0,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;Çàìåíà ïîâðåæä¸ííîãî êîðîáà ïðè ìåçîíèíîì õðàíåíèè;SL 098 000 00 00;Ðó÷íûå;ÑËèÓÄ;384;-;16;-;4,17;100,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;Ïåðåìàðêèðîâêà ÅÕ èñò.ôîíäà ÄÂÀ;CP 0047 000 00 02;Àâòîìàòè÷åñêèå;ÑÊÄ;397,4003394;-;205;-;51,59;0,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;Ïðîåêò_Ïåðåðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ èñòîðè÷åñêîãî ôîíäà ÄÂÀ;CP 0148 000 00 01;Àâòîìàòè÷åñêèå;Ïðîåêòû;345,2037061;-;4;-;1,16;0,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;Ïðîåêò_Ðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ èñòîðè÷åñêîãî ôîíäà ÄÂÀ;RG 0011 001 00 01;Àâòîìàòè÷åñêèå;Ïðîåêòû;495,6885424;-;3;-;0,61;0,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;aa174262-e2d4-4a65-bece-027029c9fedd;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;28800;-;1;-;0,00;0,0;12.03.2026;aa174262-e2d4-4a65-bece-027029c9fedd
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;7a122adb-0e22-4672-9fbd-17d496e6b1b7;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;0;-;516;8:15:00;0,00;-;12.03.2026;7a122adb-0e22-4672-9fbd-17d496e6b1b7
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;7a122adb-0e22-4672-9fbd-17d496e6b1b7;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ äîêóìåíòîâ/ñøèâîâ êðîìå îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 001 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;181,9005855;-;111;-;61,02;0,0;12.03.2026;7a122adb-0e22-4672-9fbd-17d496e6b1b7
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;7a122adb-0e22-4672-9fbd-17d496e6b1b7;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 002 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;137,3016754;-;11;-;8,01;0,0;12.03.2026;7a122adb-0e22-4672-9fbd-17d496e6b1b7
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;7a122adb-0e22-4672-9fbd-17d496e6b1b7;Ïîäáîð ïðîäóêòîâûõ äîêóìåíòîâ íà óíè÷òîæåíèå ïî àêòàì ïî ÊÁÏ: 02 (Ìåçîíèí);PD 004 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;761,1871444;-;516;-;67,79;0,0;12.03.2026;7a122adb-0e22-4672-9fbd-17d496e6b1b7
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;0a027572-1c21-4a49-aa23-042d6cd91372;ÀÊ ïåðåìàðêèðîâàí;CP 0021 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;1095,577115;-;112;-;10,22;0,0;12.03.2026;0a027572-1c21-4a49-aa23-042d6cd91372
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;0a027572-1c21-4a49-aa23-042d6cd91372;ÄÂÀ_Ñîðòèðîâêà äåë ïî ñðîêàì õðàíåíèÿ è îêîí÷àíèþ äåëîïðîèçâîäñòâà;SR 274 000 00 00;Ðó÷íûå;ÑÊÄ;20,60702609;-;16;8:15:00;77,64;100,0;12.03.2026;0a027572-1c21-4a49-aa23-042d6cd91372
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;0a027572-1c21-4a49-aa23-042d6cd91372;Çàìåíà ïîâðåæä¸ííîãî êîðîáà ïðè ìåçîíèíîì õðàíåíèè;SL 098 000 00 00;Ðó÷íûå;ÑËèÓÄ;396;-;112;-;28,28;100,0;12.03.2026;0a027572-1c21-4a49-aa23-042d6cd91372
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;c98ee7a4-bf1d-457b-8b05-ccd500b758d5;ÄÂÀ_Ñîðòèðîâêà äåë ïî ñðîêàì õðàíåíèÿ è îêîí÷àíèþ äåëîïðîèçâîäñòâà;SR 274 000 00 00;Ðó÷íûå;ÑÊÄ;20,60702609;-;5;8:15:00;24,26;100,0;12.03.2026;c98ee7a4-bf1d-457b-8b05-ccd500b758d5
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;c98ee7a4-bf1d-457b-8b05-ccd500b758d5;Êîììóíèêàöèè è âçàèìîäåéñòâèå;NO 041 001 00 00;Ðó÷íûå;Íåïð.;495;-;197;-;39,80;100,0;12.03.2026;c98ee7a4-bf1d-457b-8b05-ccd500b758d5
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;c98ee7a4-bf1d-457b-8b05-ccd500b758d5;Ðàáîòà â MS OUTLOOK;NO 003 004 00 00;Ðó÷íûå;Íåïð.;495;-;100;-;20,20;100,0;12.03.2026;c98ee7a4-bf1d-457b-8b05-ccd500b758d5
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;c98ee7a4-bf1d-457b-8b05-ccd500b758d5;Ðàáîòà ñ îòêëîíåíèÿìè/äåôåêòàìè â ïðîöåññå(ðàçáîð êåéñîâ è ïðèíÿòèå ìåð);NO 008 003 00 00;Ðó÷íûå;Íåïð.;495;-;100;-;20,20;100,0;12.03.2026;c98ee7a4-bf1d-457b-8b05-ccd500b758d5
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;6f1be6aa-f11b-4128-ae64-092ab8d7984d;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;900;-;1;8:00:00;0,11;0,0;12.03.2026;6f1be6aa-f11b-4128-ae64-092ab8d7984d
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;6f1be6aa-f11b-4128-ae64-092ab8d7984d;ÀÊ ïåðåìàðêèðîâàí;CP 0021 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;1062,377808;-;1;-;0,09;0,0;12.03.2026;6f1be6aa-f11b-4128-ae64-092ab8d7984d
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;6f1be6aa-f11b-4128-ae64-092ab8d7984d;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;669,7674419;-;1;-;0,15;0,0;12.03.2026;6f1be6aa-f11b-4128-ae64-092ab8d7984d
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;6f1be6aa-f11b-4128-ae64-092ab8d7984d;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;0;-;437;-;0,00;-;12.03.2026;6f1be6aa-f11b-4128-ae64-092ab8d7984d
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;6f1be6aa-f11b-4128-ae64-092ab8d7984d;Äîêóìåíò/Îïèñü/Ñøèâ ïðèñóòñòâîâàë âíóòðè êîðîáà ïðè ïðîâåäåíèè êîíòðîëÿ ïîëíîòû êîðîáà;BF 0038 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;11664,64156;-;5 561;-;47,67;0,0;12.03.2026;6f1be6aa-f11b-4128-ae64-092ab8d7984d
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;6f1be6aa-f11b-4128-ae64-092ab8d7984d;Äîóêîìïëåêòîâàíèå äîêóìåíòà â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;3470,715835;-;1;-;0,03;0,0;12.03.2026;6f1be6aa-f11b-4128-ae64-092ab8d7984d
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;6f1be6aa-f11b-4128-ae64-092ab8d7984d;Ïîäáîð ïðîäóêòîâûõ äîêóìåíòîâ íà óíè÷òîæåíèå ïî àêòàì ïî ÊÁÏ: 04 (Ìåçîíèí);PD 007 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;681,5600151;-;437;-;64,12;0,0;12.03.2026;6f1be6aa-f11b-4128-ae64-092ab8d7984d
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;ecccff77-1cce-4bd6-ab1a-12b4598c2120;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;0;-;369;8:15:00;0,00;-;12.03.2026;ecccff77-1cce-4bd6-ab1a-12b4598c2120
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;ecccff77-1cce-4bd6-ab1a-12b4598c2120;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ äîêóìåíòîâ/ñøèâîâ êðîìå îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 001 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;181,9005855;-;96;-;52,78;0,0;12.03.2026;ecccff77-1cce-4bd6-ab1a-12b4598c2120
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;ecccff77-1cce-4bd6-ab1a-12b4598c2120;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 002 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;137,3016754;-;4;-;2,91;0,0;12.03.2026;ecccff77-1cce-4bd6-ab1a-12b4598c2120
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;ecccff77-1cce-4bd6-ab1a-12b4598c2120;Ïîäáîð ïðîäóêòîâûõ äîêóìåíòîâ íà óíè÷òîæåíèå ïî àêòàì ïî ÊÁÏ: 02 (Ìåçîíèí);PD 004 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;761,1871444;-;369;-;48,48;0,0;12.03.2026;ecccff77-1cce-4bd6-ab1a-12b4598c2120
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;8e1db24b-652d-405b-a7b9-59d9b050a062;Ðàçìåùåíèå ÝÃÎ äîêóìåíòîâ/äîñüå â ÅÑÌ ïî çàïðîñó(Ïðèêðåïëåíèå ÝÃÎ ñêåëåòîí);SS 0098 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;240,0329742;-;191;-;79,57;0,0;12.03.2026;8e1db24b-652d-405b-a7b9-59d9b050a062
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;8e1db24b-652d-405b-a7b9-59d9b050a062;Ñêàíèðîâàíèå îáùèì òîìîì;SC 000 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;5168,813087;-;78;8:15:00;1,51;0,0;12.03.2026;8e1db24b-652d-405b-a7b9-59d9b050a062
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;8e1db24b-652d-405b-a7b9-59d9b050a062;Ñêàíèðîâàíèå ñêåëåòîí;SC 000 000 00 02;Àâòîìàòè÷åñêèå;ÑÈÄ;3322,891027;-;1 981;-;59,62;0,0;12.03.2026;8e1db24b-652d-405b-a7b9-59d9b050a062
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;3c948ae1-2655-4d9f-848e-bc37552cebae;Äîêóìåíò/Îïèñü/Ñøèâ ïåðåìàðêèðîâàí;CP 0047 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;2475;-;2;-;0,08;0,0;12.03.2026;3c948ae1-2655-4d9f-848e-bc37552cebae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;3c948ae1-2655-4d9f-848e-bc37552cebae;"Ï1310_Ñîïðîâîæäåíèå íàåìíîãî ïåðñîíàëà/ïåðåìåùåíèå êîðîáîâ/ïàëëåò // Îáåñïå÷åíèå ïðîïóñêíîãî ðåæèìà â ìèíóòàõ (""Óíè÷òîæåíèå àðõèâíûõ äîêóìåíòîâ"")";SL 116 000 00 00;Ðó÷íûå;ÑËèÓÄ;495;-;180;8:15:00;36,36;100,0;12.03.2026;3c948ae1-2655-4d9f-848e-bc37552cebae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;3c948ae1-2655-4d9f-848e-bc37552cebae;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ äîêóìåíòîâ/ñøèâîâ êðîìå îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 001 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;181,9005855;-;119;-;65,42;0,0;12.03.2026;3c948ae1-2655-4d9f-848e-bc37552cebae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;3c948ae1-2655-4d9f-848e-bc37552cebae;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 002 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;137,3016754;-;15;-;10,92;0,0;12.03.2026;3c948ae1-2655-4d9f-848e-bc37552cebae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;1c2e37be-6839-4d76-8588-045854ce9b3f;Ïðèåì/îòïðàâêà/ñîïðîâîæäåíèå ìàøèí(óíè÷òîæåíèå,ÍÏÔ)/ïåðåìåùåíèå ñîòðóäíèêà ìåæäó ïëîùàäêàìè,â ìèíóòàõ;SL 080 000 00 00;Ðó÷íûå;ÑËèÓÄ;495;-;510;8:15:00;103,03;100,0;12.03.2026;1c2e37be-6839-4d76-8588-045854ce9b3f
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;d7da247d-f3b1-49bc-8f7a-815f04a123ae;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;0;-;466;8:15:00;0,00;-;12.03.2026;d7da247d-f3b1-49bc-8f7a-815f04a123ae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;d7da247d-f3b1-49bc-8f7a-815f04a123ae;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ äîêóìåíòîâ/ñøèâîâ êðîìå îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 001 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;181,9005855;-;70;-;38,48;0,0;12.03.2026;d7da247d-f3b1-49bc-8f7a-815f04a123ae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;d7da247d-f3b1-49bc-8f7a-815f04a123ae;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 002 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;137,3016754;-;10;-;7,28;0,0;12.03.2026;d7da247d-f3b1-49bc-8f7a-815f04a123ae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;d7da247d-f3b1-49bc-8f7a-815f04a123ae;Ïîäáîð ïðîäóêòîâûõ äîêóìåíòîâ íà óíè÷òîæåíèå ïî àêòàì ïî ÊÁÏ: 02 (Ìåçîíèí);PD 004 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;761,1871444;-;466;-;61,22;0,0;12.03.2026;d7da247d-f3b1-49bc-8f7a-815f04a123ae
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;169 Âûïîëíåíà ïåðåðåãèñòðàöèÿ ïðîäóêòîâîãî äîêóìåíòà;PR 169 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;761,460363;-;18;-;2,36;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;ÄÂÀ_Ñîðòèðîâêà äåë ïî ñðîêàì õðàíåíèÿ è îêîí÷àíèþ äåëîïðîèçâîäñòâà;SR 274 000 00 00;Ðó÷íûå;ÑÊÄ;20,60702609;-;9;-;43,67;100,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Äîóêîìïëåêòîâàíèå äîêóìåíòà ÇÄ â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 03;Àâòîìàòè÷åñêèå;ÑËèÓÄ;3954,200506;-;36;-;0,91;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Îïèñü íåêîððåêòíà îôîðìëåíà,ïîñêîëüêó âñå âëîæåííûå äîêóìåíòû îòíîñÿòñÿ ê äðóãîìó äîãîâîðó;SR 0101 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;3216,722625;-;28;-;0,87;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Îòìåíà ðåãèñòðàöèè Äîêóìåíòà/Îïèñè/Ñøèâà;SR 0088 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;3636,586262;-;2;-;0,05;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Ïåðåìàðêèðîâêà ÅÕ èñò.ôîíäà ÄÂÀ;CP 0047 000 00 02;Àâòîìàòè÷åñêèå;ÑÊÄ;409,8191001;-;39;-;9,52;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Ïîèñê äîïîëíèòåëüíûõ ðåêâèçèòîâ äëÿ ðåãèñòðàöèè â ÀÑ ÖÀÐÑ ïðè íåêîððåêòíîé ïåðåäà÷è äîêóìåíòîâ ïî ÁÏ;SR 321 000 00 00;Ðó÷íûå;ÑÊÄ;376,1064749;-;35;8:15:00;9,31;100,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Ïðèêðåïëåíèå ôàéëîâ â ÅÑÌ(ìàñêà ýëåêòðî);SS 0142 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;412,5;-;1;-;0,24;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;29700;-;16;-;0,05;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Ðåãèñòðàöèÿ ÁÏ 239 (VSP/Îïèñü);RG 0001 239 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;1217,213115;ÂÑÏ;6;-;0,49;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
ÎÑÖ Íîâîñèáèðñê;Íîâîñèáèðñê;abb36dc7-f99a-436f-8086-ccd0c8502666;Ðåãèñòðàöèÿ êëèåíòñêèõ äîêóìåíòîâ (VSP/Îïèñü);RG 0002 000 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;5609,065156;ÂÑÏ;282;-;5,03;0,0;12.03.2026;abb36dc7-f99a-436f-8086-ccd0c8502666
